team,conf,record,torvik_rating,torvik_rk,kp_rating,kp_rk,net,elo,resume,wins_above_bubble,wins_above_bubble_rk,torvik_seed,quad1,quad2,quad3,quad4,torvik_off,torvik_off_rk,torvik_def,torvik_def_rk,torvik_tempo,torvik_tempo_rk,kp_off,kp_off_rk,kp_def,kp_def_rk,kp_tempo,kp_tempo_rk,kp_sos,kp_sos_rk,date
Oklahoma St.,B12,12-20,0.681024,105,5.33,115,123,185,72,-7.5345650509107,151,93,2-12,1-6,3-1,6-1,108.786,107,101.843,111,67.0579,206,109,124,103.7,126,67,210,9.7,50,2024-03-20
Notre Dame,ACC,13-20,0.604809,127,4.24,126,124,151,112,-7.7526352590965,153,96,0-10,5-4,4-4,4-2,101.876,237,98.1749,41,64.2309,334,102.8,243,98.6,35,64.2,336,9.26,61,2024-03-20
Colgate,Pat,25-9,0.512971,159,2.15,145,125,94,157,-4.116808302255,97,14,0-2,1-3,2-1,21-3,102.277,226,101.817,109,66.1942,256,104.6,211,102.5,104,66.2,253,-6.97,341,2024-03-20
Oakland,Horz,23-11,0.585557,137,2.82,137,126,78,106,-4.1795850778251,100,14,1-5,1-0,7-6,14-0,107.809,131,104.617,162,66.7694,223,108.6,135,105.8,165,66.7,232,-1.08,198,2024-03-20
Georgia Tech,ACC,14-18,0.609675,123,3.78,128,127,144,37,-5.7024718174804,121,64,4-6,4-7,3-5,3-0,107.923,124,103.818,146,67.4287,178,108.9,128,105.2,152,67.5,167,10.73,28,2024-03-20
California,P12,13-19,0.635893,117,4.49,123,128,152,90,-7.5019483734404,150,90,2-8,4-4,5-5,2-2,107.815,130,102.712,131,68.3505,122,109,126,104.5,141,68.4,117,8.9,70,2024-03-20
UT Arlington,WAC,20-14,0.636174,116,4.91,117,129,92,143,-6.3920278900631,133,66,0-6,1-2,4-5,13-1,108.227,119,103.094,136,70.7735,35,109.1,121,104.2,135,71,33,1.53,132,2024-03-20
Toledo,MAC,20-12,0.553703,144,2.69,139,130,133,152,-6.3402301740388,130,62,0-3,1-2,8-5,11-2,111.377,71,109.308,255,69.2365,77,112.7,72,110.1,253,69.3,76,-1.34,205,2024-03-20
Youngstown St.,Horz,22-10,0.566202,139,3,133,131,129,174,-5.9774372562101,127,71,0-1,0-2,6-5,12-2,106.602,150,104.162,150,68.8351,95,108.1,143,105.1,151,68.8,95,-4.08,286,2024-03-20
UNC Greensboro,SC,21-11,0.562843,141,1.71,148,132,124,145,-5.5588097746842,120,65,0-2,2-2,7-5,10-2,108.734,109,106.371,199,64.7087,321,109.2,118,107.5,204,64.7,321,-0.63,186,2024-03-20
Michigan,B10,8-24,0.646105,114,3.82,127,133,226,75,-9.1638181790962,185,127,3-12,1-8,2-3,2-1,109.967,92,104.359,153,67.3901,180,110.5,93,106.7,182,67.4,174,14.05,2,2024-03-20
Arizona St.,P12,14-18,0.607487,125,3.76,129,134,165,77,-5.6420253969375,122,81,2-9,6-4,3-4,3-1,103.092,217,99.2505,67,68.9837,89,103.9,220,100.2,63,69.1,85,10.48,33,2024-03-20
South Dakota St.,Sum,22-12,0.5838,138,2.99,134,135,112,228,-7.4223214667383,148,15,0-1,0-2,7-4,12-5,107.56,138,104.441,154,67.8959,146,108.7,134,105.7,163,67.9,149,-2.4,235,2024-03-20
Western Kentucky,CUSA,22-11,0.593976,132,3.06,132,136,130,204,-6.561176218323,135,15,0-0,1-0,6-7,12-4,105.18,175,101.757,107,75.0582,1,105.5,191,102.5,103,75.2,1,-2.53,243,2024-03-20
Troy,SB,20-12,0.630392,120,3.73,130,137,139,172,-7.3102401786963,146,74,0-1,1-1,3-8,13-2,106.674,148,101.835,110,69.5965,67,107.2,157,103.5,119,69.6,65,-1.67,212,2024-03-20
Tulane,Amer,14-17,0.548426,149,2.82,136,138,214,137,-9.4184376357245,190,103,0-4,1-7,5-5,7-1,109.073,106,107.245,218,72.7588,8,110.8,91,108,213,72.6,12,3.59,104,2024-03-20
Ohio,MAC,20-13,0.552631,145,2.3,143,139,137,186,-9.114334656627,181,80,0-0,0-2,5-9,14-2,107.694,134,105.733,185,67.2592,190,109.1,122,106.8,185,67.3,180,-4.29,289,2024-03-20
Chattanooga,SC,21-12,0.532236,155,2.49,140,140,135,147,-6.8685823570185,138,69,0-2,2-2,6-6,11-2,109.523,100,108.3,240,66.7543,226,110.4,95,107.9,212,66.9,216,-2.02,221,2024-03-20
Liberty,CUSA,18-14,0.548648,148,2.71,138,141,193,225,-8.2193453269812,167,95,0-2,0-3,9-4,6-5,107.896,125,106.08,193,64.3847,332,109.1,120,106.4,179,64.5,328,0.16,158,2024-03-20
UMass Lowell,AE,22-10,0.48644,167,1.43,153,142,127,165,-5.9724547844312,126,70,0-0,1-4,3-3,15-3,104.878,181,105.374,181,69.6684,66,106.2,174,104.8,148,70,52,-4.03,284,2024-03-20
Eastern Washington,BSky,21-11,0.501744,164,1.68,149,143,105,154,-4.7081765200382,109,72,0-4,0-3,4-2,15-2,110.474,86,110.407,281,70.443,43,112.1,78,110.4,260,70.4,44,-1.22,203,2024-03-20
Montana,BSky,23-11,0.530738,156,0.95,158,144,122,203,-5.8325678204999,125,94,0-3,0-0,3-4,17-4,110.876,83,109.695,268,66.1441,261,111.7,82,110.7,267,66.2,252,-3.3,265,2024-03-20
Tarleton St.,NA,24-9,0.550912,147,2.83,135,145,NA,NA,-3.0174983812124,NA,NA,0-4,3-0,6-2,12-3,107.734,132,105.837,189,66.3621,249,109.1,123,106.2,177,66.6,236,0.25,155,2024-03-20
Missouri St.,MVC,17-16,0.551091,146,1.66,151,146,159,104,-7.8949751404808,158,79,1-5,2-3,5-5,9-3,103.757,207,101.924,114,67.7652,155,104.5,212,102.9,111,67.7,157,2.53,121,2024-03-20
Furman,SC,17-16,0.533168,154,2.35,141,147,154,146,-10.206705168224,209,102,0-2,1-5,5-7,9-1,108.55,113,107.303,219,68.8065,97,109.9,104,107.6,208,68.7,98,0.87,141,2024-03-20
Arkansas St.,SB,18-16,0.586421,135,3.32,131,148,119,181,-8.8060817130811,176,86,0-4,1-3,7-6,10-3,112.771,57,109.398,260,67.9771,142,113.6,61,110.3,259,67.8,153,0.54,150,2024-03-20
Towson,CAA,20-14,0.556336,142,1.83,147,149,138,170,-7.2462163067589,144,73,0-3,1-4,5-4,13-3,102.295,224,100.301,84,62.1246,357,103.5,226,101.7,94,62.2,357,-1.01,196,2024-03-20
Louisiana Lafayette,SB,19-14,0.564343,140,1.52,152,150,163,188,-8.4760429394105,171,91,0-3,0-3,5-5,12-3,104.946,180,102.611,129,68.4883,112,105.9,181,104.4,138,68.7,100,-0.52,181,2024-03-20
Wichita St.,Amer,15-19,0.589059,133,1.21,155,151,184,136,-11.123695551561,226,110,0-3,4-5,3-9,7-2,104.667,188,101.441,101,68.0599,138,104.7,209,103.5,121,67.9,146,3.72,101,2024-03-20
Sam Houston St.,CUSA,21-12,0.59689,130,2.3,142,152,102,169,-5.7278755807695,123,75,0-2,1-3,6-4,12-3,105.486,172,101.946,115,67.6629,163,106,179,103.7,127,67.4,168,-0.07,166,2024-03-20
Weber St.,BSky,20-12,0.50863,162,1.35,154,153,147,128,-7.1184474332998,142,76,1-1,1-0,5-6,10-5,107.182,140,106.861,216,65.3533,297,108.8,130,107.4,203,65.5,286,-2.22,230,2024-03-20
Wright St.,Horz,18-14,0.543624,150,0.76,161,154,164,168,-9.3306650471496,188,97,0-1,1-3,5-8,10-2,115.243,35,113.503,340,71.3792,24,115.9,33,115.2,348,71.4,21,-2.48,239,2024-03-20
Wyoming,MWC,15-17,0.537434,153,1,156,155,170,129,-7.329561154501,147,109,0-9,3-2,3-4,7-2,107.825,129,106.428,201,67.1138,201,108.7,133,107.7,209,67.1,199,6.73,86,2024-03-20
West Virginia,B12,9-23,0.607977,124,2.29,144,156,221,92,-9.4585309371581,193,131,2-13,2-8,3-0,2-2,108.711,110,104.641,163,68.327,123,108.4,139,106.1,176,68.4,114,12.35,11,2024-03-20
Fort Wayne,Horz,21-12,0.471674,177,0.82,160,157,169,187,-7.85776786177,157,85,0-2,1-2,4-4,14-4,103.095,216,104.117,149,70.5789,38,105.2,200,104.3,137,70.6,39,-6.23,329,2024-03-20
Missouri,SEC,8-24,0.586142,136,1.68,150,158,279,97,-11.341452994371,231,154,1-10,1-9,1-4,5-1,107.992,121,104.772,166,66.6274,234,108.4,137,106.8,184,66.6,239,9.92,45,2024-03-20
St. Thomas,NA,20-13,0.555382,143,1.86,146,159,NA,NA,-9.109940278491,NA,NA,0-1,0-2,2-4,15-6,106.755,147,104.71,165,62.8657,354,107.7,148,105.8,169,62.9,353,-4.74,301,2024-03-20
Quinnipiac,MAAC,24-9,0.511647,160,-0.36,168,160,123,197,-5.3016226618701,118,83,0-1,0-1,4-3,19-4,105.649,169,105.222,178,71.1273,29,106,180,106.3,178,71.3,25,-6.73,337,2024-03-20
Fairfield,MAAC,22-12,0.444515,187,-0.28,166,161,131,214,-7.9616651620435,159,88,0-0,1-2,4-5,16-5,107.254,139,109.353,258,68.3258,124,108.8,129,109.1,238,68.3,125,-5.19,311,2024-03-20
Longwood,BSth,21-13,0.477545,170,0.96,157,162,146,231,-8.6250112652332,172,15,0-1,1-2,4-4,13-6,103.989,202,104.805,167,66.8099,220,105.7,188,104.7,146,66.8,227,-4.01,283,2024-03-20
UNC Asheville,BSth,22-12,0.484609,168,-0.07,164,163,121,156,-6.6584075321472,136,78,0-1,1-4,6-5,12-2,106.023,162,106.592,204,68.1102,134,107.5,152,107.5,207,68.1,136,-1.03,197,2024-03-20
Bryant,AE,20-13,0.481722,169,-0.78,173,164,141,109,-7.1706831391302,143,68,1-2,0-3,4-6,13-2,99.949,266,100.587,90,74.1243,3,101.1,269,101.9,96,74.1,3,-1.35,206,2024-03-20
Oregon St.,P12,13-19,0.541414,151,0.84,159,165,206,80,-7.6830591677622,154,105,1-9,3-7,3-3,5-0,106.037,160,104.517,156,65.0542,309,106.9,167,106.1,174,65.1,308,9.2,63,2024-03-20
Lipscomb,ASun,20-12,0.38361,217,-0.18,165,166,167,202,-7.2405506107319,145,87,0-2,1-2,4-3,13-5,109.19,104,113.787,345,69.1755,83,112,79,112.2,307,69,90,-3.63,274,2024-03-20
Delaware,CAA,19-14,0.518764,157,-0.57,169,167,173,140,-9.0468493189211,180,82,1-0,0-4,2-8,15-2,104.275,194,103.596,143,67.3198,185,105,203,105.6,160,67.4,177,-2.87,249,2024-03-20
UC Davis,BW,20-13,0.514884,158,-0.8,174,168,134,217,-8.3259160361957,168,98,0-1,1-1,7-6,10-5,102.037,232,101.51,102,67.0725,204,102.4,250,103.2,114,67.1,202,-2.21,228,2024-03-20
Murray St.,MVC,12-20,0.537934,152,0.65,162,169,219,160,-12.328824462538,256,149,0-5,2-4,4-9,5-2,107.016,144,105.61,184,64.4036,331,107.5,150,106.8,187,64.3,333,3.26,106,2024-03-20
Long Beach St.,BW,21-14,0.431442,191,-0.02,163,170,142,201,-8.0450168274148,163,15,0-1,3-2,7-5,9-6,105.383,174,107.943,233,71.4049,23,107.7,147,107.7,210,71.3,27,-0.57,182,2024-03-20
Kent St.,MAC,17-17,0.477036,171,-0.67,172,171,202,207,-11.478547629406,235,125,0-2,1-3,3-8,11-4,104.954,179,105.796,187,66.5774,239,106.1,177,106.8,186,66.5,245,-1.85,218,2024-03-20
Hawaii,BW,20-14,0.473427,173,-0.34,167,172,155,179,-9.2443351902491,186,101,0-1,0-4,3-7,15-2,104.056,201,105.023,175,65.9036,267,104.9,205,105.2,156,66.1,262,-2.86,248,2024-03-20
Utah Valley,WAC,16-16,0.458715,181,-0.59,170,173,174,189,-9.7533648631234,200,123,0-3,0-5,6-5,8-3,98.0505,296,99.4719,70,67.64,167,99.9,290,100.5,66,67.6,161,1.51,133,2024-03-20
Stony Brook,CAA,20-15,0.508349,163,-0.59,171,174,136,171,-7.8354515487279,155,84,0-3,0-5,3-5,16-2,106.047,159,105.74,186,67.3469,183,106.4,172,107,194,67.4,170,-1.16,201,2024-03-20
Stephen F. Austin,WAC,18-15,0.434228,190,-1.11,177,175,187,167,-9.5601799480229,196,106,1-2,0-3,5-6,10-4,99.9461,267,102.273,124,69.2874,75,101.7,258,102.8,110,69.2,81,-0.61,184,2024-03-20
Fordham,A10,13-20,0.455768,183,-2.44,191,176,220,205,-12.360970140636,257,150,0-2,2-7,6-6,5-5,100.467,259,102.029,119,68.7556,99,101.2,265,103.6,124,68.6,105,1.78,128,2024-03-20
Brown,Ivy,13-18,0.465447,179,-2.23,185,177,161,178,-11.71445890194,242,137,0-2,3-4,4-8,5-4,104.081,200,105.342,180,67.174,196,104.4,216,106.6,181,67.2,198,1.27,136,2024-03-20
Illinois St.,MVC,15-17,0.425357,195,-1.79,180,178,207,135,-10.02418356001,207,115,1-3,0-4,7-5,6-5,101.809,238,104.508,155,63.6729,344,102.6,244,104.4,140,63.6,343,1.32,134,2024-03-20
Texas A&M Corpus Chris,Slnd,21-11,0.473557,172,-1.17,178,179,153,193,-6.3682560269578,131,100,0-4,0-1,2-2,15-4,99.9532,265,100.878,94,68.6848,103,100.9,271,102.1,98,68.8,97,-7.3,346,2024-03-20
East Tennessee St.,SC,19-16,0.448564,184,-1.01,175,180,148,162,-9.6693506713627,199,108,0-4,0-4,7-7,10-1,101.765,239,103.609,144,66.8989,214,103.4,228,104.4,139,67,211,0.01,163,2024-03-20
Winthrop,BSth,17-15,0.500386,165,-1.09,176,181,217,190,-9.4225094079457,191,119,0-3,0-3,2-6,12-3,106.009,163,105.995,190,66.8639,216,106.9,165,108,214,66.9,217,-1.71,214,2024-03-20
Little Rock,OVC,21-12,0.472744,174,-2.2,184,182,149,283,-9.5830283609989,197,116,0-0,0-0,2-4,19-8,105.666,168,106.673,209,68.8242,96,107,164,109.2,239,68.7,101,-8.89,356,2024-03-20
Northern Kentucky,Horz,18-15,0.418661,202,-2.31,186,183,177,182,-9.5100511284714,194,112,0-3,0-2,5-8,11-2,101.597,242,104.539,157,67.8995,145,103.2,235,105.5,159,68,140,-2.08,224,2024-03-20
UTEP,CUSA,18-16,0.509105,161,-1.19,179,184,181,229,-10.569059089606,216,129,0-1,0-2,7-9,8-4,97.8981,301,97.5886,33,69.5221,68,98.4,308,99.6,53,69.7,62,-0.48,179,2024-03-20
Wofford,SC,17-15,0.376375,223,-2.6,193,185,182,150,-9.0066235744836,179,113,0-3,1-3,5-8,8-1,105.451,173,110.185,276,65.5178,287,107.5,151,110.1,255,65.5,289,1.27,137,2024-03-20
Illinois Chicago,MVC,12-21,0.462737,180,-2.67,194,186,245,216,-13.271075683238,278,169,0-4,1-6,5-6,5-5,100.412,261,101.724,104,68.0765,135,100.9,272,103.6,123,68.1,132,2.75,115,2024-03-20
Temple,Amer,16-20,0.444647,186,-2.17,182,187,175,161,-11.646740190865,241,130,1-4,2-4,3-7,9-5,101.958,235,103.948,148,66.7566,225,102.6,245,104.7,143,66.8,226,2.41,123,2024-03-20
Northern Colorado,BSky,19-13,0.407163,207,-2.83,197,188,172,251,-8.950118326394,177,134,0-1,0-1,3-5,14-6,107.829,128,111.41,307,69.8684,55,109.3,113,112.2,304,69.9,55,-4.06,285,2024-03-20
Saint Peter's,MAAC,19-13,0.403841,208,-2.32,187,189,150,210,-8.7616208248799,175,16,0-1,0-2,3-6,15-4,96.823,314,100.158,81,63.9883,337,98.6,306,100.9,76,64,338,-4.3,290,2024-03-20
East Carolina,Amer,15-18,0.492879,166,-2.38,190,190,211,195,-10.799164995378,218,141,0-3,0-8,6-3,8-4,104.678,187,104.938,171,64.8091,317,104.9,206,107.3,199,64.9,313,1.25,138,2024-03-20
Gardner Webb,BSth,17-16,0.430109,193,-3.47,205,191,162,224,-10.097565566464,208,133,0-2,0-5,6-4,8-5,102.062,230,104.59,159,69.3738,73,102.4,249,105.8,168,69.3,74,0.95,140,2024-03-20
George Washington,A10,15-17,0.413311,204,-3.36,204,192,238,148,-9.9920373423842,205,124,1-3,0-5,6-6,7-3,106.12,158,109.403,261,70.0008,51,107.3,155,110.6,264,69.7,64,0.35,153,2024-03-20
Monmouth,CAA,18-15,0.419813,199,-2.76,196,193,171,166,-8.4450558548237,170,99,0-2,0-7,5-4,13-2,104.703,186,107.691,222,67.7135,158,105.7,187,108.5,222,67.7,156,-1.4,208,2024-03-20
La Salle,A10,16-17,0.47262,175,-2.75,195,194,189,164,-9.6023711616055,198,118,0-3,0-8,6-4,9-2,105.598,170,106.609,206,66.6369,232,106,178,108.8,229,66.5,242,1.27,135,2024-03-20
Marist,MAAC,18-13,0.386885,216,-3.84,209,195,195,255,-9.9766692261482,204,121,0-0,0-1,2-6,16-6,96.2759,323,100.209,83,64.5042,329,97.1,321,100.9,77,64.7,323,-6.55,332,2024-03-20
Cleveland St.,Horz,20-14,0.407248,206,-2.36,189,196,179,139,-8.6670283696178,174,92,1-1,1-3,5-7,12-3,106.325,154,109.853,271,67.3206,184,107.8,146,110.1,257,67.2,191,-3.78,279,2024-03-20
Saint Louis,A10,13-20,0.471953,176,-2.86,198,197,196,141,-10.840269297038,219,147,0-5,1-9,6-5,5-1,111.166,78,112.257,325,69.351,74,111.4,85,114.2,341,69.3,75,5.69,90,2024-03-20
Tulsa,Amer,16-15,0.410447,205,-2.2,183,198,198,184,-9.2190643188352,184,114,0-2,0-3,6-8,9-2,101.363,246,104.605,161,70.4354,44,103,238,105.2,155,70.5,42,-0.94,194,2024-03-20
Loyola Marymount,WCC,12-19,0.45716,182,-2.58,192,199,269,211,-11.809202029685,245,170,0-6,1-3,1-5,9-5,107.866,126,109.489,265,64.7826,319,108.2,142,110.8,270,64.6,325,-0.17,169,2024-03-20
Harvard,Ivy,14-13,0.393447,212,-4.76,227,200,208,151,-7.5127495684928,149,111,0-1,2-6,2-3,9-3,101.019,252,104.893,169,67.5185,172,102.1,253,106.9,189,67.4,176,-0.23,173,2024-03-20
Cal Baptist,WAC,16-17,0.36439,226,-3.06,201,201,241,258,-12.044325455462,252,161,0-2,0-3,6-6,8-6,101.24,248,106.258,196,63.4997,347,102.9,242,105.9,172,63.5,346,-1.82,217,2024-03-20
Vanderbilt,SEC,9-23,0.443439,188,-2.33,188,202,229,107,-10.511667191764,213,159,1-12,2-4,2-6,4-1,104.107,199,106.185,195,65.6303,282,105.2,201,107.5,205,65.6,283,10.32,39,2024-03-20
Evansville,MVC,16-17,0.388949,215,-3.65,207,203,215,144,-8.9951891101409,178,122,0-7,1-3,3-6,11-1,101.368,245,105.429,182,68.5646,108,103.1,237,106.7,183,68.5,113,2.25,125,2024-03-20
Tennessee Martin,OVC,21-11,0.351982,233,-4.1,217,204,158,194,-6.9091618295186,139,107,0-3,0-1,2-3,15-4,104.8,184,110.512,283,72.7346,9,106.6,171,110.7,266,72.8,7,-6.05,325,2024-03-20
Georgetown,BE,9-23,0.466123,178,-3.08,202,205,280,127,-10.413438522713,215,177,0-12,1-9,0-1,8-1,109.342,103,110.64,286,66.5749,240,110.2,101,113.3,328,66.6,240,9.46,56,2024-03-20
Texas St.,SB,17-18,0.420394,197,-1.8,181,206,176,208,-10.328475047353,210,140,0-4,2-2,5-7,8-5,98.9337,285,101.735,106,66.3155,250,100.6,276,102.4,102,66.3,250,1.62,130,2024-03-20
UC Santa Barbara,BW,16-15,0.338765,240,-3.35,203,207,225,254,-10.512011485682,214,151,0-1,0-2,5-6,9-6,104.124,198,110.36,278,67.2285,193,106.3,173,109.7,245,67.2,190,-2.43,236,2024-03-20
Montana St.,BSky,17-17,0.41962,200,-3.9,213,208,186,264,-12.619472892713,267,16,0-1,1-2,4-6,10-7,102.886,220,105.829,188,68.4889,111,103.3,234,107.2,198,68.8,96,-3.05,257,2024-03-20
Stetson,ASun,22-12,0.355761,231,-4.1,218,209,157,212,-6.8026913845912,137,16,1-2,0-2,1-0,17-8,108.274,118,114.012,347,65.9502,264,110.3,100,114.4,342,66.2,257,-3.33,267,2024-03-20
Iona,MAAC,16-17,0.356088,230,-4.55,223,210,236,270,-12.536690285352,266,155,0-1,0-2,4-8,12-6,102.318,223,107.727,224,66.878,215,103.7,222,108.2,216,66.9,215,-4.67,298,2024-03-20
Rhode Island,A10,12-20,0.422187,196,-3.8,208,211,248,198,-11.972958504615,250,163,0-4,1-6,5-6,5-4,106.128,157,109.064,251,68.6153,106,106.7,169,110.5,261,68.6,102,3.66,103,2024-03-20
Penn,Ivy,11-18,0.420343,198,-3.85,210,212,262,183,-11.195776652836,227,165,0-4,1-4,1-7,7-3,108.409,116,111.481,309,65.4999,288,109.4,111,113.2,324,65.4,297,1.59,131,2024-03-20
Merrimack,NEC,21-12,0.372016,224,-4.01,215,213,183,230,-7.6641254836122,152,117,0-4,0-1,2-1,17-6,95.3971,330,99.8408,76,67.1909,194,96.9,324,100.9,74,67.3,184,-8.55,354,2024-03-20
Milwaukee,Horz,20-15,0.33446,244,-4.62,224,214,166,221,-9.9006448983585,203,126,0-2,0-2,8-7,10-4,105.741,167,112.261,326,69.8033,60,107.9,144,112.5,315,70.1,51,-3.13,260,2024-03-20
Mercer,SC,16-17,0.391244,213,-4.01,214,215,192,196,-11.51256703142,236,152,0-2,2-4,3-5,9-5,103.464,214,107.519,221,65.921,266,104.4,215,108.4,219,66,265,-0.63,187,2024-03-20
Jacksonville St.,CUSA,14-18,0.397358,210,-2.89,199,216,267,317,-12.966913251141,271,186,0-1,0-1,5-6,6-10,101.115,250,104.844,168,64.5587,326,102,254,104.9,149,64.7,322,-1.78,215,2024-03-20
Louisville,ACC,8-24,0.426809,194,-3.02,200,217,287,138,-12.508094151076,262,185,0-10,1-8,2-5,5-1,104.13,197,106.835,214,69.5107,70,105.2,198,108.3,217,69.7,60,8.68,73,2024-03-20
Lamar,Slnd,19-14,0.340536,238,-3.57,206,218,205,239,-9.7888214414398,201,142,0-3,0-2,1-3,16-6,102.04,231,108.076,236,68.2729,128,104.5,213,108.1,215,68.2,131,-7.37,347,2024-03-20
Eastern Kentucky,ASun,17-14,0.418795,201,-3.86,211,219,213,235,-9.4020376585492,189,144,0-2,0-1,1-6,13-5,106.793,146,109.881,272,68.4341,116,107,161,110.9,273,68.7,99,-3.7,276,2024-03-20
Rider,MAAC,15-17,0.380905,221,-4.36,221,220,191,238,-10.968688473065,222,157,0-2,0-3,3-7,11-5,102.252,227,106.663,208,67.8077,152,103,241,107.3,200,67.9,147,-2.02,222,2024-03-20
Austin Peay,ASun,19-15,0.335354,243,-4.74,225,221,190,209,-10.410393701093,212,132,0-2,1-1,1-8,14-4,107.688,135,114.288,349,64.2292,335,109,127,113.7,333,64.3,334,-2.51,240,2024-03-20
Georgia St.,SB,14-17,0.357478,229,-4.12,219,222,254,267,-11.622096927161,238,171,0-3,0-4,3-3,9-7,103.891,204,109.325,256,67.8659,148,105.8,186,109.9,249,67.9,148,-0.75,191,2024-03-20
Norfolk St.,MEAC,22-11,0.320084,252,-5.25,236,223,188,175,-6.9062331469822,140,104,1-1,0-1,2-4,15-5,101.003,253,107.841,227,66.4563,244,103.4,230,108.6,226,66.4,247,-7.06,344,2024-03-20
Cal St. Northridge,BW,19-15,0.336237,241,-5.2,234,224,218,222,-10.363960118898,211,143,0-0,1-3,3-7,13-5,98.6698,287,104.681,164,72.5958,11,100.2,283,105.4,158,72.5,13,-3.04,256,2024-03-20
Columbia,Ivy,13-14,0.415634,203,-5.22,235,225,247,192,-9.8493969651612,202,156,0-2,0-3,2-6,8-3,106.44,152,109.64,267,68.4936,110,106.8,168,112,299,68.5,112,-2.32,233,2024-03-20
Pepperdine,WCC,13-20,0.438665,189,-4.75,226,226,263,226,-12.11132826493,253,188,0-8,0-3,2-4,9-5,105.997,164,108.295,239,67.4643,174,106.2,176,110.9,274,67.3,185,0.62,145,2024-03-20
Green Bay,Horz,18-14,0.309991,259,-5.08,231,227,212,236,-9.1154702163976,183,139,0-2,1-1,7-5,8-6,101.699,240,109.027,249,63.5249,346,103.9,221,109,236,63.6,345,-2.91,251,2024-03-20
Bowling Green,MAC,20-13,0.351082,234,-5.46,241,228,200,240,-9.4287789725806,192,128,0-0,0-3,5-4,13-6,101.444,244,107.01,217,67.4928,173,102.4,248,107.9,211,67.5,166,-5.45,314,2024-03-20
Abilene Christian,WAC,15-17,0.390085,214,-4.19,220,229,201,206,-11.255977089359,228,153,0-2,2-3,4-7,8-5,100.36,262,104.337,152,68.4565,114,101.5,260,105.7,164,68.4,118,-0.12,167,2024-03-20
UC Riverside,BW,16-18,0.383445,218,-4.01,216,230,203,259,-11.723561356919,244,173,0-3,0-3,4-6,10-6,103.501,212,107.865,229,66.8334,219,104.8,208,108.8,230,67,213,-0.23,174,2024-03-20
New Hampshire,AE,16-15,0.271659,278,-5.85,245,231,224,243,-9.3279789438772,187,146,0-2,0-3,4-4,11-6,97.619,308,106.36,198,71.2818,25,100,288,105.9,170,71.3,24,-2.22,229,2024-03-20
Fresno St.,MWC,12-21,0.35393,232,-5.3,238,232,235,163,-11.31078149082,229,182,0-10,0-5,1-4,10-2,102.279,225,107.774,226,65.4722,289,103.6,224,108.9,234,65.5,287,5.55,91,2024-03-20
UMKC,Sum,16-16,0.430214,192,-3.87,212,233,209,256,-11.019105200481,223,172,0-3,0-1,2-6,11-6,100.591,258,103.079,135,66.4234,246,101.3,263,105.2,154,66.5,246,-3.29,263,2024-03-20
Maine,AE,15-17,0.325131,250,-5.09,232,234,223,262,-11.99495756336,251,162,0-1,1-3,1-6,12-7,95.4731,328,101.733,105,65.4621,290,97.3,319,102.4,100,65.4,298,-2.48,238,2024-03-20
Cal St. Fullerton,BW,14-18,0.359788,228,-5.15,233,235,246,250,-11.636035508425,239,180,0-4,0-3,4-5,8-6,99.1471,282,104.242,151,66.2856,253,100.2,282,105.4,157,66.3,249,0.5,151,2024-03-20
Radford,BSth,16-17,0.40054,209,-4.92,228,236,232,279,-11.082278064814,225,166,0-4,0-2,4-3,10-8,107.158,141,110.982,298,63.5287,345,107.3,154,112.3,309,63.4,347,-1.52,210,2024-03-20
Nicholls St.,Slnd,20-14,0.345673,235,-4.94,229,237,160,173,-7.9352123146445,160,120,0-3,1-4,1-4,15-3,103.544,210,109.452,262,66.1696,258,104.7,210,109.6,244,66.1,258,-2.96,253,2024-03-20
Miami OH,MAC,15-17,0.327443,249,-6.83,256,238,240,266,-12.35289535732,259,176,0-1,0-3,4-7,9-6,98.76,286,105.139,176,67.2866,187,99.8,291,106.6,180,67.3,183,-2.93,252,2024-03-20
Southern Miss,SB,16-16,0.312894,256,-5.63,243,239,242,242,-10.926311061114,221,158,0-1,2-2,5-6,7-7,99.5015,278,106.546,203,67.7474,156,101.3,264,107,193,67.9,144,-0.62,185,2024-03-20
North Dakota,Sum,18-14,0.380451,222,-5.28,237,240,216,269,-9.9856126450655,206,160,0-2,0-1,2-4,13-7,104.809,183,109.349,257,66.6278,233,105.4,193,110.7,268,66.6,238,-5.26,312,2024-03-20
Rice,Amer,11-21,0.44579,185,-4.99,230,241,265,159,-12.924111866463,270,181,1-4,1-5,1-8,7-4,107.017,143,109.062,250,65.7867,271,106.6,170,111.6,292,65.8,273,2.8,113,2024-03-20
Mount St. Mary's,MAAC,13-19,0.370916,225,-6,249,242,268,316,-14.846592446828,307,203,0-0,0-3,2-6,11-10,101.995,233,106.79,213,68.9038,92,102.5,246,108.5,224,69,89,-6.03,324,2024-03-20
San Jose St.,MWC,9-23,0.380909,220,-5.92,247,243,295,213,-13.755792572841,290,217,0-10,0-3,2-6,6-4,104.63,189,109.144,252,65.7012,275,105.9,183,111.8,294,65.7,276,5.46,92,2024-03-20
Northeastern,CAA,12-20,0.395482,211,-6.24,252,244,253,237,-14.072336440664,301,189,0-3,0-2,3-11,9-4,105.008,177,108.954,245,65.6767,278,105.3,197,111.5,290,65.7,277,-1.11,199,2024-03-20
